City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,pochaiv,50.0051,25.5118,15.82,60,97,2.64,UA,1691608678
289,thompson,55.7435,-97.8558,19.89,34,7,3.45,CA,1691608096
290,constantia,44.1833,28.65,17.61,62,0,4.67,RO,1691608566
291,ginir,7.1333,40.7,16.72,68,47,4.32,ET,1691608679
292,griffith,41.5284,-87.4237,27.19,65,0,3.6,US,1691608622
293,axim,4.8699,-2.2405,24.36,84,87,5.29,GH,1691608679
294,sarkand,45.41,79.9186,20.57,43,0,3.52,KZ,1691608679
295,guatrache,-37.6678,-63.5302,17.55,33,100,7.93,AR,1691608680
296,nikol'sk,53.7189,46.0712,21.02,51,90,3.36,RU,1691608680
297,nikopol,47.5712,34.3964,23.13,47,10,7.64,UA,1691608680
298,kurchatov,51.6601,35.6521,15.23,72,7,1.37,RU,1691608682
299,nuku'alofa,-21.1333,-175.2,21.19,94,75,3.09,TO,1691607889
300,naliya,23.2667,68.8333,27.62,79,100,7.91,IN,1691608682
301,coxen hole,16.3244,-86.5366,31.6,70,0,6.17,HN,1691608682
302,yeraliyev,43.2,51.65,29.7,42,0,3.21,KZ,1691608683
303,uturoa,-16.7333,-151.4333,24.82,70,14,8.66,PF,1691608569
304,reserva,-24.6503,-50.8506,18.23,76,100,2.18,BR,1691608683
305,christchurch,-43.5333,172.6333,2.75,77,82,4.63,NZ,1691608111
306,malkerns,-26.5667,31.1833,13.88,88,54,0.18,SZ,1691608683
307,punta arenas,-53.15,-70.9167,4.06,93,100,3.09,CL,1691608102
308,yemva,62.59,50.8594,16.69,71,12,0.88,RU,1691608590
309,yulin,22.6333,110.15,25.21,94,48,1.33,CN,1691608684
310,morondava,-20.2833,44.2833,22.3,86,0,4.26,MG,1691608684
311,yemetsk,63.4721,41.7941,17.81,85,7,2.13,RU,1691608684
312,alice springs,-23.7,133.8833,7.75,66,0,2.06,AU,1691608002
313,cabinda,-5.55,12.2,22.26,89,73,3.81,AO,1691608685
314,tarboro,35.8968,-77.5358,33.21,40,40,2.06,US,1691608685
315,cidreira,-30.1811,-50.2056,16.17,95,100,9.09,BR,1691608607
316,heimsheim,48.8,8.85,17.51,87,100,1.65,DE,1691608686
317,akureyri,65.6835,-18.0878,9.96,71,40,3.6,IS,1691608562
318,yssingeaux,45.1333,4.1167,22.7,61,0,1.42,FR,1691608483
319,broome,42.2506,-75.833,27.48,61,40,3.09,US,1691608686
320,fale old settlement,-9.3852,-171.2468,28.27,78,10,6.62,TK,1691608159
321,pampas,-12.4,-74.9,16.4,45,97,3.55,PE,1691608687
322,holualoa,19.6228,-155.9522,27.53,69,20,4.12,US,1691608217
323,bima,-8.4667,118.7167,20.46,93,19,1.66,ID,1691608687
324,alofi,-19.0595,-169.9187,25.94,94,92,1.03,NU,1691608687
325,vila velha,-20.3297,-40.2925,23.97,86,75,4.12,BR,1691608688
326,afif,23.9065,42.9172,32.52,10,76,4.55,SA,1691608125
327,tetbury,51.6394,-2.1622,23.39,74,65,1.69,GB,1691608688
328,dazhou,31.2159,107.5009,26.16,90,7,1.81,CN,1691608688
329,senanga,-16.1167,23.2667,18.44,30,5,3.0,ZM,1691608689
330,new norfolk,-42.7826,147.0587,12.72,71,100,2.7,AU,1691608167
331,funafuti,-8.5243,179.1942,29.0,89,40,2.57,TV,1691608689
332,iranshahr,27.2025,60.6848,40.19,13,9,5.14,IR,1691608689
333,la ronge,55.1001,-105.2842,20.12,52,40,4.63,CA,1691608689
334,queenstown,-31.8976,26.8753,11.01,83,0,2.39,ZA,1691608139
335,severnoye,56.3491,78.3619,15.41,73,98,3.28,RU,1691608690
336,salalah,17.0151,54.0924,26.05,94,100,3.6,OM,1691608575
337,callao,-12.0667,-77.15,22.16,68,100,4.63,PE,1691608158
338,vung tau,10.346,107.0843,27.1,82,46,5.15,VN,1691608691
339,prado,-17.3411,-39.2208,24.07,69,5,3.71,BR,1691608595
340,jayapura,-2.5333,140.7,23.66,93,70,1.94,ID,1691608170
341,elhovo,42.1667,26.5667,21.23,67,0,2.94,BG,1691608692
342,mount gambier,-37.8333,140.7667,10.45,67,99,5.46,AU,1691608445
343,remire-montjoly,4.9167,-52.2667,32.02,62,0,5.14,GF,1691608130
344,birao,10.2849,22.7882,22.2,95,100,4.1,CF,1691608692
345,nouadhibou,20.931,-17.0347,22.99,83,6,8.75,MR,1691608692
346,belfast,54.5833,-5.9333,21.33,79,100,2.57,GB,1691608693
347,saldanha,-33.0117,17.9442,14.03,79,0,3.37,ZA,1691608693
348,ust-nera,64.5667,143.2,12.29,74,18,1.63,RU,1691608098
349,i-n-salah,27.1935,2.4607,39.3,9,0,8.95,DZ,1691608693
350,dryden,49.7833,-92.7503,18.16,59,75,8.23,CA,1691608036
351,felipe carrillo puerto,19.5833,-88.05,37.62,34,5,3.79,MX,1691608693
352,port saint john's,-31.6229,29.5448,17.95,78,100,4.89,ZA,1691608571
353,orizona,-17.0314,-48.2958,30.66,23,2,3.94,BR,1691608694
354,camabatela,-8.1881,15.375,21.09,38,28,1.24,AO,1691608694
355,argungu,12.7433,4.5269,28.61,66,100,2.48,NG,1691608694
356,souillac,-20.5167,57.5167,22.0,73,8,6.3,MU,1691608109
357,tarija,-21.5355,-64.7296,26.95,24,0,2.57,BO,1691608695
358,dhi as sufal,13.8345,44.1147,21.97,58,100,3.57,YE,1691608695
359,novodvinsk,64.4165,40.8122,17.2,77,6,1.9,RU,1691608582
360,timbuktu,16.7735,-3.0074,37.77,27,100,5.15,ML,1691608697
361,wauseon,41.5492,-84.1416,28.34,57,0,3.09,US,1691608698
362,coquimbo,-29.9533,-71.3436,14.85,82,100,3.6,CL,1691608698
363,riversdale,18.1659,-76.9642,32.92,55,67,2.5,JM,1691608507
364,rosa zarate,0.3333,-79.4667,28.61,72,97,2.3,EC,1691608699
365,rio grande,-32.035,-52.0986,17.06,91,100,8.84,BR,1691608609
366,richards bay,-28.783,32.0377,19.54,73,100,3.26,ZA,1691608699
367,ad dawadimi,24.5077,44.3924,33.64,10,2,4.85,SA,1691608699
368,thurso,58.5927,-3.5259,14.14,81,86,4.44,GB,1691608700
369,igarka,67.4667,86.5833,13.59,96,97,3.48,RU,1691608130
370,kapuskasing,49.4169,-82.4331,23.05,64,75,2.57,CA,1691607960
371,tobelo,1.7284,128.0095,25.55,82,97,3.58,ID,1691608701
372,as-suwayda,32.709,36.5695,22.84,58,0,2.0,SY,1691608702
373,farafangana,-22.8167,47.8333,20.29,85,55,1.66,MG,1691608702
374,kalengwa,-13.4659,25.0027,17.05,31,0,2.81,ZM,1691608702
375,kirakira,-10.4544,161.9205,24.94,90,100,3.47,SB,1691608217
376,uniontown,39.9001,-79.7164,28.82,43,65,2.24,US,1691608703
377,vallenar,-28.5708,-70.7581,21.99,26,100,3.42,CL,1691608703
378,aga,30.9415,31.2915,23.72,76,0,2.31,EG,1691608703
379,sweet home,44.3976,-122.7362,27.51,47,2,1.79,US,1691608703
380,bikenibeu village,1.3673,173.1241,25.98,89,40,1.03,KI,1691608624
381,stanthorpe,-28.6667,151.95,7.46,92,49,0.6,AU,1691608704
382,minas de marcona,-15.2119,-75.1103,18.09,60,8,4.98,PE,1691608704
383,howard springs,-12.497,131.047,23.95,83,100,2.52,AU,1691608149
384,toropets,56.4978,31.6353,13.28,66,12,1.76,RU,1691608704
385,chibougamau,49.9168,-74.3659,23.57,39,53,2.79,CA,1691608216
386,mount pearl,47.5166,-52.7813,15.18,82,75,5.66,CA,1691608613
387,serenje,-13.2325,30.2352,13.58,45,0,2.77,ZM,1691608705
388,severo-yeniseyskiy,60.3725,93.0408,9.26,92,2,2.42,RU,1691608705
389,atafu village,-8.5421,-172.5159,28.13,80,100,6.49,TK,1691608117
390,fruita,39.1589,-108.729,30.88,23,0,0.89,US,1691608706
391,plettenberg bay,-34.0527,23.3716,15.0,86,1,3.9,ZA,1691608706
392,malax,62.9423,21.5731,17.21,76,0,1.54,FI,1691608706
393,belaya kholunitsa,58.84,50.8528,17.53,84,25,1.4,RU,1691608706
394,tvoroyri,61.5556,-6.8111,9.99,75,9,6.1,FO,1691608707
395,vorkuta,67.5,64.0,10.5,71,85,2.36,RU,1691608707
396,cerro de ortega,18.75,-103.7667,34.54,54,8,4.45,MX,1691608707
397,nyalikungu,-3.1833,33.7833,22.9,40,24,3.44,TZ,1691608707
398,lazaro cardenas,17.9583,-102.2,31.79,64,14,3.38,MX,1691608183
399,male,4.1748,73.5089,28.08,77,100,6.11,MV,1691608134
400,preobrazheniye,42.9019,133.9064,18.87,98,100,4.96,RU,1691608708
401,banda aceh,5.5577,95.3222,26.29,83,91,4.67,ID,1691608123
402,itanagar,27.1,93.6167,24.63,98,100,0.69,IN,1691608708
403,center,31.5107,-96.4247,39.89,33,0,8.75,US,1691608709
404,jiwani,25.05,61.7417,26.97,82,94,4.6,PK,1691608709
405,cam pha mines,21.0167,107.3,26.9,84,100,0.43,VN,1691608709
406,mili,6.0815,171.735,27.55,76,61,1.92,MH,1691608709
407,porto novo,6.4965,2.6036,24.75,86,100,4.26,BJ,1691608572
408,tocopilla,-22.092,-70.1979,20.55,67,12,4.16,CL,1691608710
409,nasiriyah,31.0521,46.261,40.97,10,0,2.51,IQ,1691608710
410,hamilton,39.1834,-84.5333,28.21,77,0,5.14,US,1691608410
411,ust'-ordynskiy,52.805,104.7508,16.82,97,100,3.83,RU,1691608711
412,yerofey pavlovich,53.9667,121.9667,12.66,90,7,1.09,RU,1691608711
413,uzgen,40.7699,73.3007,21.16,28,0,2.91,KG,1691608711
414,puerto el triunfo,13.2833,-88.55,36.48,63,66,4.7,SV,1691608711
415,la pintada,5.7487,-75.6063,34.08,35,63,0.45,CO,1691608712
416,mathba,22.2855,89.9629,27.51,84,96,2.19,BD,1691608712
417,huanren,41.2647,125.3667,19.26,98,100,1.75,CN,1691608712
418,namibe,-15.1961,12.1522,18.03,89,54,2.25,AO,1691608712
419,susa,35.8254,10.637,26.88,65,0,3.6,TN,1691608712
420,muang phonsavan,19.45,103.2167,18.43,100,97,0.53,LA,1691608712
421,sorong,-0.8833,131.25,25.09,88,100,5.52,ID,1691608714
422,mana,5.6592,-53.7767,29.1,72,75,6.16,GF,1691607956
423,hammerfest,70.6634,23.6821,24.25,60,0,2.06,NO,1691608568
424,mata-utu,-13.2816,-176.1745,27.81,75,11,4.29,WF,1691608552
425,boueni,-12.9025,45.0761,24.99,73,0,4.27,YT,1691608715
426,soio,-6.1349,12.3689,22.18,90,63,4.16,AO,1691608715
427,labytnangi,66.6572,66.4183,9.99,79,7,3.15,RU,1691608715
428,brisas de zicatela,15.8369,-97.0419,31.29,55,75,3.6,MX,1691608715
429,amasra,41.7463,32.3863,21.86,82,99,3.55,TR,1691608715
430,verkhnevilyuysk,63.4453,120.3167,13.48,63,0,2.67,RU,1691608715
431,sinabang,2.4803,96.3801,25.77,86,100,4.42,ID,1691608557
432,murun-kuren,49.6342,100.1625,14.07,89,75,2.0,MN,1691608716
433,umm kaddadah,13.6017,26.6876,31.06,45,17,3.48,SD,1691608716
434,cadale,2.7603,46.3222,24.64,85,54,7.8,SO,1691608176
435,shalqar,47.8333,59.6,25.93,37,0,7.06,KZ,1691608716
436,taixing,32.1667,120.0136,22.97,94,7,3.3,CN,1691608717
437,driefontein,-27.0177,30.4498,7.99,94,58,0.81,ZA,1691608717
438,nasir,15.5894,32.5634,33.35,41,73,6.52,SD,1691608717
439,dwarka,22.2394,68.9678,27.22,81,100,9.36,IN,1691608629
440,port alberni,49.2413,-124.8028,22.74,81,26,2.68,CA,1691608717
441,chonchi,-42.6128,-73.8092,10.62,92,100,4.91,CL,1691608718
442,korla,41.7597,86.1469,28.01,25,0,1.61,CN,1691608718
443,mersing,2.4312,103.8405,24.95,94,20,2.06,MY,1691608718
444,dolores,-36.3132,-57.6792,15.81,67,100,4.73,AR,1691608151
445,chippewa falls,44.9369,-91.3929,28.43,48,40,3.09,US,1691608718
446,owando,-0.4819,15.8999,25.11,71,97,1.3,CG,1691608718
447,megion,61.0296,76.1136,12.01,79,100,6.29,RU,1691608719
448,xinmin,41.9908,122.8253,19.42,92,0,3.35,CN,1691608719
449,bonoua,5.2741,-3.595,25.79,86,98,3.98,CI,1691608719
450,veinticinco de mayo,-35.4323,-60.1727,17.21,54,73,4.02,AR,1691608155
451,samana,19.2056,-69.3369,30.12,70,75,3.09,DO,1691608448
452,dakhla,23.6848,-15.958,23.01,83,6,10.29,EH,1691608719
453,kingisepp,59.3733,28.6134,14.46,73,100,0.74,RU,1691608720
454,katsuren-haebaru,26.3369,127.8719,27.43,100,75,2.06,JP,1691608720
455,coahuayana de hidalgo,18.7,-103.6583,34.33,56,12,3.49,MX,1691608720
456,pisco,-13.7,-76.2167,20.57,83,100,3.09,PE,1691608550
457,codrington,-38.2667,141.9667,9.72,79,21,7.09,AU,1691608135
458,semnan,35.5729,53.3971,27.25,31,0,3.22,IR,1691608721
459,springbok,-29.6643,17.8865,16.98,25,0,2.58,ZA,1691608161
460,tananger,58.9333,5.6,11.62,92,75,6.17,NO,1691608721
461,whangarei,-35.7317,174.3239,5.42,96,10,1.76,NZ,1691608173
462,yartsevo,55.0667,32.6964,14.37,77,91,1.48,RU,1691608721
463,labrador city,52.9463,-66.9114,12.95,94,100,4.63,CA,1691608513
464,manggar,-2.8833,108.2667,26.74,72,18,5.26,ID,1691608722
465,buala,-8.145,159.5921,25.43,87,100,3.55,SB,1691608722
466,tocache,-8.1842,-76.5125,34.64,33,7,0.73,PE,1691608722
467,cozumel,20.5083,-86.9458,33.04,81,40,3.6,MX,1691608457
468,korpilahti,62.0167,25.55,17.3,69,87,0.41,FI,1691608723
469,genhe,50.7833,121.5167,12.52,96,71,0.41,CN,1691608723
470,zakynthos,37.7914,20.8953,25.91,78,0,2.57,GR,1691608594
471,cape canaveral,28.4058,-80.6048,37.89,71,0,4.63,US,1691608535
472,lamarque,-39.423,-65.7021,20.09,26,100,9.05,AR,1691608723
473,selfoss,63.9331,-20.9971,14.47,66,100,2.51,IS,1691608724
474,kudahuvadhoo,2.6708,72.8944,27.72,77,78,5.33,MV,1691608169
475,hedemora,60.2797,15.9886,11.61,96,100,3.58,SE,1691608724
476,oranjemund,-28.55,16.4333,18.96,46,2,4.51,NA,1691608724
477,polyarnyy,69.1989,33.4478,20.28,72,0,1.8,RU,1691608724
478,homnabad,17.7667,77.1333,24.84,74,100,3.59,IN,1691608725
479,chilecito,-29.1619,-67.4974,22.24,19,1,2.36,AR,1691608725
480,san nicolas de bari,22.7844,-81.9133,36.72,41,2,1.69,CU,1691608726
481,ugoofaaru,5.6667,73.0,27.95,79,100,6.83,MV,1691608726
482,bull savanna,17.8868,-77.5902,31.1,63,7,7.2,JM,1691608726
483,kalmunai,7.4167,81.8167,26.9,81,100,2.97,LK,1691608126
484,bonga,7.2833,36.2333,16.31,99,100,0.37,ET,1691608727
485,nar'yan-mar,67.6713,53.087,13.57,80,37,2.26,RU,1691608627
486,belyy yar,53.6039,91.3903,18.94,68,0,3.0,RU,1691608169
487,san salvador de jujuy,-24.1946,-65.2971,19.74,20,0,3.35,AR,1691608727
488,bunyan,38.8463,35.8603,25.12,46,0,0.99,TR,1691608727
489,goz beida,13.95,20.55,24.48,85,100,5.54,TD,1691608727
490,nyurba,63.2842,118.3319,14.79,64,0,2.5,RU,1691608728
491,alexandria,31.2156,29.9553,27.2,70,0,4.58,EG,1691608169
492,ozark,37.0209,-93.206,24.6,94,97,2.24,US,1691608497
493,greymouth,-42.4667,171.2,4.14,83,77,4.42,NZ,1691608045
494,south hedland,-20.4089,118.5983,15.96,44,1,3.6,AU,1691608728
495,khuzdar,27.7384,66.6434,28.95,51,11,3.05,PK,1691608729
496,campbell river,50.0163,-125.2446,17.21,100,100,4.63,CA,1691608730
497,olovyannaya,50.95,115.5667,18.43,57,100,2.36,RU,1691608730
498,vernon,50.2581,-119.2691,25.97,48,100,1.03,CA,1691608730
499,taoudenni,22.6783,-3.9836,42.7,11,11,8.09,ML,1691608730
500,quesnel,52.9999,-122.5029,18.28,77,100,3.09,CA,1691608730
501,oriximina,-1.7656,-55.8661,34.91,39,36,3.15,BR,1691608731
502,limon,10.0,-83.0333,30.03,79,0,5.14,CR,1691608731
503,tofol,5.3248,163.0078,27.84,75,87,5.01,FM,1691608586
504,vel'sk,61.0701,42.0983,17.15,87,0,1.94,RU,1691608731
505,waingapu,-9.6567,120.2641,22.17,87,18,4.18,ID,1691608172
506,gori,41.9842,44.1158,25.05,57,0,0.98,GE,1691608731
507,tashtyp,52.7939,89.8983,14.14,80,20,2.36,RU,1691608732
508,roxas,11.5853,122.7511,25.08,88,68,2.81,PH,1691608732
509,mount darwin,-16.7725,31.5838,15.34,53,0,3.57,ZW,1691608732
510,gorontalo,0.5412,123.0595,23.77,93,99,2.15,ID,1691608732
511,buta,2.7858,24.73,22.82,88,81,0.24,CD,1691608732
512,laguna,38.421,-121.4238,31.16,50,0,3.09,US,1691608602
513,uribia,11.7139,-72.266,36.08,43,10,5.21,CO,1691608733
514,wenxing,28.6667,112.8833,26.23,82,64,2.25,CN,1691608733
515,tarko-sale,64.9225,77.785,9.72,93,100,9.21,RU,1691608607
516,hirara,24.8,125.2833,27.15,100,20,3.09,JP,1691608733
517,morro do chapeu,-11.55,-41.1561,23.58,43,6,4.91,BR,1691608733
518,nadi,-17.8,177.4167,22.0,83,75,2.06,FJ,1691608734
519,ad dilam,23.9915,47.1627,36.23,7,0,3.31,SA,1691608734
520,iquitos,-3.7481,-73.2472,32.02,66,75,2.06,PE,1691608175
521,ferkessedougou,9.6,-5.2,25.3,80,98,3.22,CI,1691608734
522,lerwick,60.1545,-1.1494,12.0,73,96,11.58,GB,1691608734
523,mozarlandia,-14.7447,-50.5706,37.97,12,2,2.53,BR,1691608734
524,utete,-7.986,38.758,22.25,83,10,2.94,TZ,1691608735
525,taiynsha,53.8478,69.7639,20.35,44,8,2.1,KZ,1691608735
526,undurkhaan,47.3194,110.6556,17.17,67,100,2.63,MN,1691608735
527,antalaha,-14.9003,50.2788,19.63,90,7,3.06,MG,1691608735
528,scottburgh,-30.2867,30.7532,18.25,78,100,2.7,ZA,1691608735
529,sona,45.4388,10.8255,24.75,53,0,2.06,IT,1691608215
530,pampa,35.5362,-100.9599,30.53,37,51,6.61,US,1691608640
531,trashi yangtse,27.6116,91.498,20.25,96,97,0.34,BT,1691608736
532,strelka,58.0728,93.0344,13.53,92,55,0.94,RU,1691608736
533,baker city,44.7749,-117.8344,21.84,56,100,3.6,US,1691608736
534,staryy dobrotvir,50.2315,24.377,16.98,71,100,2.8,UA,1691608736
535,al bawiti,28.3492,28.8659,29.58,30,0,2.56,EG,1691608737
536,chernyshevskiy,63.0128,112.4714,15.01,95,72,1.08,RU,1691607888
537,beyneu,45.3167,55.2,32.59,27,15,4.57,KZ,1691608737
538,happy valley-goose bay,53.3168,-60.3315,17.17,82,100,5.14,CA,1691607975
539,san salvador,13.6894,-89.1872,31.04,70,36,0.89,SV,1691608235
540,noshiro,40.2039,140.0242,26.08,82,9,2.86,JP,1691608737
541,tanumah,27.1,44.1333,33.91,9,0,4.84,SA,1691608738
542,olyokminsk,60.3736,120.4264,15.88,95,10,1.27,RU,1691608738
543,lisakovsk,52.5369,62.4936,17.74,76,70,7.04,KZ,1691608738
544,belousovka,50.1339,82.5239,12.47,76,28,1.0,KZ,1691608738
545,san pedro pochutla,15.7333,-96.4667,32.62,56,100,2.16,MX,1691608620
546,illizi,26.4833,8.4667,35.89,12,0,5.45,DZ,1691608739
547,tianpeng,30.9866,103.9393,26.26,89,33,1.37,CN,1691608739
548,puerto lempira,15.2667,-83.7667,33.08,66,20,0.0,HN,1691608739
549,peace river,56.2501,-117.286,18.17,88,100,1.54,CA,1691608739
550,hangu,39.2489,117.7892,26.02,75,19,1.14,CN,1691608739
551,zhanibek,49.4167,46.85,29.05,27,8,7.19,KZ,1691608740
552,melilla,35.2937,-2.9383,27.11,89,20,0.51,ES,1691608740
553,kushikino,31.7167,130.2667,27.3,92,100,10.72,JP,1691608740
554,corinto,37.9407,22.9573,26.61,58,3,1.61,GR,1691608740
555,rio gallegos,-51.6226,-69.2181,8.03,66,75,5.14,AR,1691608448
556,berdigestyakh,62.0989,126.6992,11.53,69,6,2.79,RU,1691608741
557,fort mcmurray,56.7268,-111.381,21.87,41,96,4.43,CA,1691608171
558,aripuana,-9.1667,-60.6333,37.94,23,95,0.39,BR,1691608639
559,khandyga,62.6667,135.6,10.82,68,0,0.42,RU,1691607993
560,taro,-8.3862,115.28,19.0,88,88,0.69,ID,1691608741
561,moroni,-11.7022,43.2551,24.13,78,6,6.25,KM,1691608457
562,al marj,32.488,20.8317,23.4,72,0,7.08,LY,1691608742
563,bakanas,44.8081,76.2772,27.9,29,7,2.8,KZ,1691608742
564,sao joao da barra,-21.6403,-41.0511,24.05,75,92,6.11,BR,1691608158
565,shimoda,34.6667,138.95,25.61,88,46,5.15,JP,1691608742
566,portland,45.5234,-122.6762,27.22,53,75,2.57,US,1691608206
567,rulenge,-2.7175,30.6325,21.64,41,11,1.69,TZ,1691608743
568,camapua,-19.5314,-54.0439,35.78,20,0,3.62,BR,1691607935
569,soledade,-28.8183,-52.5103,12.64,99,100,2.15,BR,1691608743
570,afaahiti,-17.75,-149.2833,25.93,71,89,6.76,PF,1691608743
571,coari,-4.085,-63.1414,34.79,36,100,0.4,BR,1691608743
572,kyosai,34.8503,128.5886,24.98,95,100,18.39,KR,1691608150
573,manta,-0.95,-80.7333,25.56,78,89,7.6,EC,1691608744
574,znamenskoye,57.1281,73.8282,13.9,87,100,2.46,RU,1691608744
575,gangtok,27.3333,88.6167,19.08,95,98,0.35,IN,1691608744
576,big bend,-26.8167,31.9333,17.41,87,27,1.25,SZ,1691608744
